movement_id,dc_code,sku,movement_type,quantity,supplier_ref,movement_date,movement_time,timezone,reached_epos,week_number,notes
5226,DC-BRIS,NP-SKU-00148,receipt,80.0,SUP004-DEL-45643,2025-06-21,11:21,UTC,Y,25,
5227,DC-MANC,NP-SKU-00096,receipt,446.1,SUP017-DEL-32160,2025-06-18,17:30,UTC,Y,25,
5228,DC-BRIS,NP-SKU-00088,write_off,124.7,SUP012-DEL-12044,2025-06-18,14:43,UTC,Y,25,
5229,DC-GLAS,NP-SKU-00145,receipt,393.7,SUP016-DEL-83725,2025-06-19,14:59,UTC,Y,25,
5230,DC-GLAS,NP-SKU-00053,transfer,318.4,SUP009-DEL-70862,2025-06-19,07:06,UTC,Y,25,
5231,DC-LEEDS,NP-SKU-00128,receipt,173.4,SUP005-DEL-41893,2025-06-24,11:28,UTC,Y,25,
5232,DC-LEEDS,NP-SKU-00052,receipt,50.2,SUP017-DEL-88707,2025-06-20,21:00,UTC,Y,25,
5233,DC-BRIS,NP-SKU-00048,transfer,201.9,SUP015-DEL-28072,2025-06-22,11:39,UTC,Y,25,
5234,DC-LEEDS,NP-SKU-00045,receipt,95.2,SUP013-DEL-97403,2025-06-19,12:23,UTC,Y,25,
5235,DC-BHAM,NP-SKU-00092,receipt,118.3,SUP019-DEL-37395,2025-06-22,17:46,UTC,Y,25,
5236,DC-GLAS,NP-SKU-00081,write_off,133.5,SUP014-DEL-31934,2025-06-20,18:20,UTC,Y,25,
5237,DC-BRIS,NP-SKU-00140,transfer,195.6,SUP017-DEL-82769,2025-06-21,11:01,UTC,Y,25,
5238,DC-MANC,NP-SKU-00006,receipt,237.4,SUP015-DEL-26125,2025-06-23,15:17,UTC,Y,25,
5239,DC-NORW,NP-SKU-00134,write_off,255.6,SUP011-DEL-90386,2025-06-22,12:27,UTC,Y,25,
5240,DC-LEEDS,NP-SKU-00096,receipt,111.0,SUP010-DEL-61480,2025-06-20,17:11,UTC,Y,25,
5241,DC-NORW,NP-SKU-00116,receipt,326.0,SUP020-DEL-54427,2025-06-20,18:18,UTC,Y,25,
5242,DC-LEEDS,NP-SKU-00036,receipt,57.3,SUP010-DEL-99856,2025-06-20,21:36,UTC,Y,25,
5243,DC-BHAM,NP-SKU-00061,receipt,353.0,SUP011-DEL-28926,2025-06-22,17:40,UTC,Y,25,
5244,DC-BHAM,NP-SKU-00080,write_off,339.5,SUP003-DEL-76537,2025-06-18,14:02,UTC,Y,25,
5245,DC-BRIS,NP-SKU-00007,receipt,332.6,SUP013-DEL-38288,2025-06-22,16:41,UTC,Y,25,
5246,DC-GLAS,NP-SKU-00034,receipt,39.2,SUP013-DEL-75947,2025-06-18,11:07,UTC,Y,25,
5247,DC-MANC,NP-SKU-00142,receipt,258.3,SUP012-DEL-69865,2025-06-18,14:51,UTC,Y,25,
5248,DC-BRIS,NP-SKU-00142,receipt,112.9,SUP012-DEL-71052,2025-06-22,06:35,UTC,Y,25,
5249,DC-BHAM,NP-SKU-00146,receipt,476.3,SUP001-DEL-63213,2025-06-21,17:49,UTC,Y,25,
5250,DC-GLAS,NP-SKU-00032,receipt,57.9,SUP011-DEL-15161,2025-06-22,15:00,UTC,Y,25,
5251,DC-LEEDS,NP-SKU-00057,write_off,338.4,SUP013-DEL-47188,2025-06-23,21:30,UTC,Y,25,
5252,DC-BHAM,NP-SKU-00009,write_off,119.0,SUP019-DEL-49057,2025-06-24,11:56,UTC,Y,25,
5253,DC-NORW,NP-SKU-00014,transfer,329.9,SUP005-DEL-31265,2025-06-18,06:20,UTC,Y,25,
5254,DC-GLAS,NP-SKU-00031,receipt,329.1,SUP010-DEL-86749,2025-06-23,12:32,UTC,Y,25,
5255,DC-GLAS,NP-SKU-00029,transfer,304.2,SUP010-DEL-13025,2025-06-19,13:01,UTC,Y,25,
5256,DC-LEEDS,NP-SKU-00034,write_off,309.1,SUP006-DEL-21507,2025-06-24,20:07,UTC,Y,25,
5257,DC-BRIS,NP-SKU-00038,receipt,367.8,SUP010-DEL-74279,2025-06-21,20:21,UTC,Y,25,
5258,DC-BRIS,NP-SKU-00024,transfer,333.1,SUP004-DEL-26390,2025-06-18,17:48,UTC,Y,25,
5259,DC-MANC,NP-SKU-00103,receipt,460.7,SUP016-DEL-57360,2025-06-21,13:51,UTC,Y,25,
5260,DC-BRIS,NP-SKU-00107,write_off,295.0,SUP019-DEL-71531,2025-06-22,13:22,UTC,Y,25,
5261,DC-BRIS,NP-SKU-00031,receipt,431.1,SUP004-DEL-92011,2025-06-20,16:04,UTC,Y,25,
5262,DC-GLAS,NP-SKU-00141,transfer,204.2,SUP008-DEL-83728,2025-06-23,06:37,UTC,Y,25,
5263,DC-MANC,NP-SKU-00046,receipt,12.3,SUP007-DEL-23433,2025-06-18,06:30,UTC,Y,25,
5264,DC-GLAS,NP-SKU-00035,receipt,120.7,SUP009-DEL-48649,2025-06-19,12:58,UTC,Y,25,
5265,DC-LEEDS,NP-SKU-00063,receipt,330.4,SUP006-DEL-32426,2025-06-20,13:11,UTC,Y,25,
5266,DC-LEEDS,NP-SKU-00144,transfer,37.7,SUP013-DEL-49547,2025-06-21,16:36,UTC,Y,25,
5267,DC-MANC,NP-SKU-00088,receipt,382.8,SUP017-DEL-28307,2025-06-24,19:43,UTC,Y,25,
5268,DC-GLAS,NP-SKU-00143,receipt,325.5,SUP009-DEL-95115,2025-06-20,17:38,UTC,Y,25,
5269,DC-GLAS,NP-SKU-00122,receipt,475.9,SUP002-DEL-66596,2025-06-19,21:42,UTC,Y,25,
5270,DC-BRIS,NP-SKU-00023,receipt,414.3,SUP006-DEL-83424,2025-06-24,06:28,UTC,Y,25,
5271,DC-MANC,NP-SKU-00120,receipt,242.8,SUP010-DEL-96371,2025-06-24,22:12,UTC,Y,25,
5272,DC-BRIS,NP-SKU-00127,transfer,283.6,SUP016-DEL-12532,2025-06-20,12:40,UTC,Y,25,
5273,DC-LEEDS,NP-SKU-00134,receipt,309.5,SUP005-DEL-68499,2025-06-21,13:29,UTC,Y,25,
5274,DC-BHAM,NP-SKU-00016,receipt,211.4,SUP012-DEL-45377,2025-06-18,22:56,UTC,Y,25,
5275,DC-BHAM,NP-SKU-00042,receipt,42.0,SUP006-DEL-50649,2025-06-22,08:43,UTC,Y,25,
5276,DC-GLAS,NP-SKU-00017,receipt,225.3,SUP005-DEL-82268,2025-06-23,22:01,UTC,Y,25,
5277,DC-LEEDS,NP-SKU-00092,write_off,96.1,SUP018-DEL-99646,2025-06-24,17:09,UTC,Y,25,
5278,DC-BHAM,NP-SKU-00070,write_off,160.6,SUP007-DEL-47154,2025-06-18,17:42,UTC,Y,25,
5279,DC-GLAS,NP-SKU-00012,transfer,357.9,SUP020-DEL-63394,2025-06-19,13:10,UTC,Y,25,
5280,DC-MANC,NP-SKU-00116,receipt,180.1,SUP002-DEL-22390,2025-06-23,07:17,UTC,Y,25,
5281,DC-BRIS,NP-SKU-00022,receipt,313.7,SUP004-DEL-52522,2025-06-19,13:14,UTC,Y,25,
5282,DC-GLAS,NP-SKU-00121,transfer,422.1,SUP008-DEL-61172,2025-06-24,08:16,UTC,Y,25,
5283,DC-GLAS,NP-SKU-00122,transfer,31.9,SUP020-DEL-89882,2025-06-24,09:17,UTC,Y,25,
5284,DC-BRIS,NP-SKU-00006,write_off,378.4,SUP012-DEL-90636,2025-06-18,13:00,UTC,Y,25,
5285,DC-NORW,NP-SKU-00141,receipt,149.0,SUP002-DEL-98980,2025-06-18,13:04,UTC,Y,25,
5286,DC-MANC,NP-SKU-00126,receipt,408.0,SUP006-DEL-77256,2025-06-20,06:05,UTC,Y,25,
5287,DC-BRIS,NP-SKU-00109,receipt,486.5,SUP016-DEL-62394,2025-06-22,07:09,UTC,Y,25,
5288,DC-LEEDS,NP-SKU-00116,receipt,305.2,SUP019-DEL-26244,2025-06-23,13:47,UTC,Y,25,
5289,DC-MANC,NP-SKU-00058,receipt,488.7,SUP013-DEL-25514,2025-06-21,12:35,UTC,Y,25,
5290,DC-MANC,NP-SKU-00022,receipt,305.6,SUP006-DEL-54439,2025-06-21,12:02,UTC,Y,25,
5291,DC-BHAM,NP-SKU-00052,transfer,236.4,SUP009-DEL-62787,2025-06-19,10:06,UTC,Y,25,
5292,DC-MANC,NP-SKU-00081,receipt,75.7,SUP010-DEL-31161,2025-06-23,16:20,UTC,Y,25,
5293,DC-NORW,NP-SKU-00098,receipt,174.7,SUP004-DEL-89909,2025-06-23,22:12,UTC,Y,25,
5294,DC-GLAS,NP-SKU-00090,transfer,13.6,SUP001-DEL-45613,2025-06-22,06:35,UTC,Y,25,
5295,DC-LEEDS,NP-SKU-00067,write_off,395.0,SUP008-DEL-39588,2025-06-18,18:23,UTC,Y,25,
5296,DC-MANC,NP-SKU-00072,transfer,383.7,SUP013-DEL-46251,2025-06-18,18:25,UTC,Y,25,
5297,DC-LEEDS,NP-SKU-00019,transfer,457.3,SUP002-DEL-20691,2025-06-21,10:38,UTC,Y,25,
5298,DC-BHAM,NP-SKU-00038,receipt,102.4,SUP017-DEL-83354,2025-06-22,09:33,UTC,Y,25,
5299,DC-MANC,NP-SKU-00037,write_off,493.7,SUP012-DEL-45419,2025-06-18,10:17,UTC,Y,25,
5300,DC-LEEDS,NP-SKU-00136,receipt,233.7,SUP011-DEL-46738,2025-06-20,21:38,UTC,Y,25,
5301,DC-GLAS,NP-SKU-00104,write_off,366.8,SUP002-DEL-63073,2025-06-18,15:07,UTC,Y,25,
5302,DC-GLAS,NP-SKU-00067,receipt,218.5,SUP009-DEL-75650,2025-06-20,13:47,UTC,Y,25,
5303,DC-BRIS,NP-SKU-00066,receipt,392.1,SUP003-DEL-11555,2025-06-21,17:52,UTC,Y,25,
5304,DC-NORW,NP-SKU-00050,receipt,277.3,SUP006-DEL-65158,2025-06-20,06:04,UTC,Y,25,
5305,DC-MANC,NP-SKU-00036,transfer,17.1,SUP008-DEL-82811,2025-06-18,18:57,UTC,Y,25,
5306,DC-BHAM,NP-SKU-00074,write_off,309.3,SUP009-DEL-57621,2025-06-21,17:17,UTC,Y,25,
5307,DC-GLAS,NP-SKU-00012,receipt,345.7,SUP011-DEL-51619,2025-06-22,20:03,UTC,Y,25,
5308,DC-MANC,NP-SKU-00051,write_off,377.3,SUP003-DEL-57632,2025-06-18,06:43,UTC,Y,25,
5309,DC-LEEDS,NP-SKU-00026,write_off,484.0,SUP007-DEL-31674,2025-06-18,18:55,UTC,Y,25,
5310,DC-NORW,NP-SKU-00065,write_off,409.5,SUP020-DEL-25922,2025-06-19,20:41,UTC,Y,25,
5311,DC-BRIS,NP-SKU-00058,write_off,280.0,SUP016-DEL-30955,2025-06-19,09:16,UTC,Y,25,
5312,DC-MANC,NP-SKU-00020,write_off,96.4,SUP002-DEL-14168,2025-06-21,13:34,UTC,Y,25,
5313,DC-GLAS,NP-SKU-00134,receipt,19.4,SUP020-DEL-71719,2025-06-20,18:31,UTC,Y,25,
5314,DC-BHAM,NP-SKU-00091,receipt,203.9,SUP014-DEL-76789,2025-06-23,16:28,UTC,Y,25,
5315,DC-GLAS,NP-SKU-00003,receipt,198.8,SUP001-DEL-18831,2025-06-21,22:02,UTC,Y,25,
5316,DC-GLAS,NP-SKU-00130,receipt,488.0,SUP014-DEL-34550,2025-06-21,18:15,UTC,Y,25,
5317,DC-NORW,NP-SKU-00085,write_off,275.9,SUP007-DEL-44351,2025-06-18,22:17,UTC,Y,25,
5318,DC-NORW,NP-SKU-00064,receipt,282.9,SUP018-DEL-17736,2025-06-18,18:59,UTC,Y,25,
5319,DC-NORW,NP-SKU-00111,write_off,295.5,SUP014-DEL-44078,2025-06-23,20:43,UTC,Y,25,
5320,DC-LEEDS,NP-SKU-00119,receipt,362.0,SUP016-DEL-29641,2025-06-18,07:32,UTC,Y,25,
5321,DC-BHAM,NP-SKU-00129,receipt,66.1,SUP017-DEL-13967,2025-06-24,07:27,UTC,Y,25,
5322,DC-MANC,NP-SKU-00131,receipt,454.8,SUP016-DEL-84693,2025-06-19,08:49,UTC,Y,25,
5323,DC-BRIS,NP-SKU-00052,receipt,146.8,SUP005-DEL-64760,2025-06-22,15:31,UTC,Y,25,
5324,DC-BRIS,NP-SKU-00141,receipt,133.1,SUP015-DEL-42580,2025-06-23,16:31,UTC,Y,25,
5325,DC-GLAS,NP-SKU-00108,receipt,429.4,SUP002-DEL-91703,2025-06-19,07:28,UTC,Y,25,
5326,DC-LEEDS,NP-SKU-00070,transfer,182.0,SUP007-DEL-84533,2025-06-24,07:37,UTC,Y,25,
5327,DC-MANC,NP-SKU-00093,transfer,67.9,SUP016-DEL-45761,2025-06-18,13:19,UTC,Y,25,
5328,DC-BHAM,NP-SKU-00075,receipt,57.2,SUP019-DEL-86285,2025-06-24,14:30,UTC,Y,25,
5329,DC-BHAM,NP-SKU-00046,receipt,194.5,SUP014-DEL-40248,2025-06-23,15:55,UTC,Y,25,
5330,DC-BHAM,NP-SKU-00045,receipt,316.6,SUP011-DEL-78411,2025-06-23,07:57,UTC,Y,25,
5331,DC-MANC,NP-SKU-00111,write_off,315.6,SUP001-DEL-86370,2025-06-23,17:20,UTC,Y,25,
5332,DC-BHAM,NP-SKU-00011,receipt,54.7,SUP017-DEL-38301,2025-06-20,07:38,UTC,Y,25,
5333,DC-NORW,NP-SKU-00073,receipt,266.4,SUP012-DEL-95466,2025-06-23,07:17,UTC,Y,25,
5334,DC-BRIS,NP-SKU-00096,transfer,321.3,SUP002-DEL-12242,2025-06-24,15:39,UTC,Y,25,
5335,DC-MANC,NP-SKU-00096,write_off,406.0,SUP014-DEL-11284,2025-06-24,12:21,UTC,Y,25,
5336,DC-MANC,NP-SKU-00122,receipt,498.5,SUP015-DEL-84876,2025-06-19,15:06,UTC,Y,25,
5337,DC-BHAM,NP-SKU-00067,write_off,321.5,SUP004-DEL-94038,2025-06-24,13:38,UTC,Y,25,
5338,DC-BHAM,NP-SKU-00011,receipt,479.6,SUP002-DEL-79509,2025-06-21,14:55,UTC,Y,25,
5339,DC-MANC,NP-SKU-00135,transfer,364.4,SUP006-DEL-33228,2025-06-22,14:15,UTC,Y,25,
5340,DC-MANC,NP-SKU-00082,receipt,445.6,SUP014-DEL-23256,2025-06-24,11:58,UTC,Y,25,
5341,DC-BHAM,NP-SKU-00099,receipt,189.9,SUP003-DEL-78790,2025-06-22,06:55,UTC,Y,25,
5342,DC-GLAS,NP-SKU-00129,receipt,33.1,SUP002-DEL-62228,2025-06-24,07:59,UTC,Y,25,
5343,DC-BRIS,NP-SKU-00065,transfer,392.4,SUP015-DEL-75770,2025-06-19,16:58,UTC,Y,25,
5344,DC-MANC,NP-SKU-00005,receipt,374.5,SUP006-DEL-80893,2025-06-23,17:59,UTC,Y,25,
5345,DC-NORW,NP-SKU-00143,transfer,282.4,SUP017-DEL-40167,2025-06-19,08:09,UTC,Y,25,
5346,DC-NORW,NP-SKU-00055,write_off,276.4,SUP006-DEL-70657,2025-06-18,11:11,UTC,Y,25,
5347,DC-BRIS,NP-SKU-00121,receipt,10.5,SUP004-DEL-96757,2025-06-22,09:35,UTC,Y,25,
5348,DC-LEEDS,NP-SKU-00053,transfer,11.9,SUP013-DEL-25214,2025-06-18,16:22,UTC,Y,25,
5349,DC-GLAS,NP-SKU-00043,receipt,392.7,SUP020-DEL-63206,2025-06-21,06:04,UTC,Y,25,
5350,DC-MANC,NP-SKU-00147,receipt,335.8,SUP019-DEL-43125,2025-06-30,08:03,UTC,Y,26,
5351,DC-BRIS,NP-SKU-00082,receipt,97.7,SUP004-DEL-25720,2025-06-28,18:27,UTC,Y,26,
5352,DC-BRIS,NP-SKU-00091,receipt,260.8,SUP002-DEL-30627,2025-06-25,07:44,UTC,Y,26,
5353,DC-BRIS,NP-SKU-00125,receipt,186.8,SUP007-DEL-80208,2025-06-27,15:38,UTC,Y,26,
5354,DC-BHAM,NP-SKU-00060,receipt,374.7,SUP005-DEL-11300,2025-07-01,08:24,UTC,Y,26,
5355,DC-BHAM,NP-SKU-00004,receipt,316.2,SUP018-DEL-28800,2025-06-26,16:20,UTC,Y,26,
5356,DC-MANC,NP-SKU-00132,receipt,175.2,SUP012-DEL-87609,2025-06-30,12:31,UTC,Y,26,
5357,DC-GLAS,NP-SKU-00120,receipt,135.8,SUP007-DEL-11745,2025-06-27,07:41,UTC,Y,26,
5358,DC-BRIS,NP-SKU-00088,receipt,253.9,SUP018-DEL-34144,2025-06-27,15:43,UTC,Y,26,
5359,DC-GLAS,NP-SKU-00099,write_off,53.5,SUP004-DEL-54208,2025-06-30,09:25,UTC,Y,26,
5360,DC-GLAS,NP-SKU-00091,receipt,199.0,SUP004-DEL-16716,2025-06-29,22:18,UTC,Y,26,
5361,DC-MANC,NP-SKU-00018,receipt,359.1,SUP004-DEL-99381,2025-06-29,12:55,UTC,Y,26,
5362,DC-BHAM,NP-SKU-00024,receipt,252.4,SUP013-DEL-80914,2025-06-30,19:40,UTC,Y,26,
5363,DC-LEEDS,NP-SKU-00103,write_off,161.3,SUP006-DEL-59696,2025-06-28,22:28,UTC,Y,26,
5364,DC-BRIS,NP-SKU-00070,transfer,62.8,SUP001-DEL-85457,2025-06-29,06:54,UTC,Y,26,
5365,DC-MANC,NP-SKU-00133,receipt,284.9,SUP006-DEL-27883,2025-06-29,07:45,UTC,Y,26,
5366,DC-NORW,NP-SKU-00099,receipt,98.5,SUP011-DEL-59091,2025-07-01,09:51,UTC,Y,26,
5367,DC-NORW,NP-SKU-00142,receipt,206.1,SUP017-DEL-74836,2025-06-25,13:59,UTC,Y,26,
5368,DC-GLAS,NP-SKU-00084,receipt,227.9,SUP006-DEL-59995,2025-06-30,08:26,UTC,Y,26,
5369,DC-BRIS,NP-SKU-00003,transfer,319.4,SUP001-DEL-15288,2025-06-30,11:03,UTC,Y,26,
5370,DC-GLAS,NP-SKU-00019,receipt,256.8,SUP001-DEL-27586,2025-06-29,09:36,UTC,Y,26,
5371,DC-NORW,NP-SKU-00138,receipt,319.6,SUP011-DEL-42952,2025-06-26,19:25,UTC,Y,26,
5372,DC-BHAM,NP-SKU-00119,receipt,240.7,SUP008-DEL-35129,2025-06-25,08:17,UTC,Y,26,
5373,DC-GLAS,NP-SKU-00004,write_off,407.4,SUP015-DEL-46691,2025-07-01,17:25,UTC,Y,26,
5374,DC-BRIS,NP-SKU-00063,receipt,427.3,SUP009-DEL-35706,2025-06-28,14:18,UTC,Y,26,
5375,DC-NORW,NP-SKU-00130,receipt,190.7,SUP008-DEL-73771,2025-06-25,15:51,UTC,Y,26,
5376,DC-GLAS,NP-SKU-00078,transfer,466.8,SUP019-DEL-47471,2025-06-25,11:17,UTC,Y,26,
5377,DC-BRIS,NP-SKU-00016,write_off,251.0,SUP001-DEL-48378,2025-06-26,10:59,UTC,Y,26,
5378,DC-GLAS,NP-SKU-00106,receipt,498.9,SUP006-DEL-30459,2025-07-01,18:13,UTC,Y,26,
5379,DC-LEEDS,NP-SKU-00103,receipt,390.4,SUP008-DEL-34992,2025-06-26,10:52,UTC,Y,26,
5380,DC-LEEDS,NP-SKU-00125,receipt,495.8,SUP012-DEL-23989,2025-06-30,20:12,UTC,Y,26,
5381,DC-BHAM,NP-SKU-00116,receipt,313.6,SUP015-DEL-79440,2025-07-01,20:59,UTC,Y,26,
5382,DC-NORW,NP-SKU-00009,receipt,446.0,SUP006-DEL-55048,2025-06-26,16:31,UTC,Y,26,
5383,DC-BRIS,NP-SKU-00005,receipt,357.4,SUP008-DEL-93168,2025-06-30,18:33,UTC,Y,26,
5384,DC-NORW,NP-SKU-00116,receipt,164.9,SUP011-DEL-13884,2025-06-25,16:15,UTC,Y,26,
5385,DC-LEEDS,NP-SKU-00060,transfer,22.4,SUP018-DEL-27209,2025-07-01,10:18,UTC,Y,26,
5386,DC-BHAM,NP-SKU-00007,receipt,64.1,SUP017-DEL-17555,2025-06-29,12:58,UTC,Y,26,
5387,DC-MANC,NP-SKU-00078,receipt,488.6,SUP018-DEL-88198,2025-06-27,10:05,UTC,Y,26,
5388,DC-LEEDS,NP-SKU-00012,transfer,299.0,SUP018-DEL-21506,2025-06-26,16:17,UTC,Y,26,
5389,DC-MANC,NP-SKU-00085,write_off,107.8,SUP010-DEL-10311,2025-06-27,22:43,UTC,Y,26,
5390,DC-NORW,NP-SKU-00135,transfer,127.2,SUP008-DEL-45336,2025-06-26,08:15,UTC,Y,26,
5391,DC-BRIS,NP-SKU-00117,write_off,497.5,SUP012-DEL-41297,2025-07-01,21:46,UTC,Y,26,
5392,DC-LEEDS,NP-SKU-00032,transfer,481.5,SUP015-DEL-49843,2025-07-01,17:11,UTC,Y,26,
5393,DC-LEEDS,NP-SKU-00056,receipt,137.7,SUP006-DEL-24030,2025-06-30,19:00,UTC,Y,26,
5394,DC-BRIS,NP-SKU-00115,transfer,226.8,SUP019-DEL-26689,2025-06-27,08:22,UTC,Y,26,
5395,DC-MANC,NP-SKU-00040,receipt,123.0,SUP006-DEL-35042,2025-06-30,08:59,UTC,Y,26,
5396,DC-LEEDS,NP-SKU-00055,receipt,373.1,SUP014-DEL-27125,2025-06-29,22:57,UTC,Y,26,
5397,DC-LEEDS,NP-SKU-00072,receipt,48.1,SUP011-DEL-85821,2025-06-29,11:56,UTC,Y,26,
5398,DC-NORW,NP-SKU-00015,write_off,121.7,SUP011-DEL-53560,2025-06-25,14:05,UTC,Y,26,
5399,DC-NORW,NP-SKU-00043,receipt,414.3,SUP015-DEL-42111,2025-06-26,21:44,UTC,Y,26,
5400,DC-LEEDS,NP-SKU-00026,receipt,492.4,SUP012-DEL-74008,2025-06-29,11:30,UTC,Y,26,
5401,DC-BRIS,NP-SKU-00112,receipt,20.0,SUP012-DEL-22002,2025-06-26,10:34,UTC,Y,26,
5402,DC-MANC,NP-SKU-00117,receipt,314.8,SUP013-DEL-14262,2025-06-26,18:53,UTC,Y,26,
5403,DC-NORW,NP-SKU-00127,receipt,223.4,SUP012-DEL-52360,2025-06-28,10:30,UTC,Y,26,
5404,DC-GLAS,NP-SKU-00140,write_off,120.0,SUP012-DEL-85932,2025-06-26,22:27,UTC,Y,26,
5405,DC-NORW,NP-SKU-00114,transfer,481.7,SUP015-DEL-53376,2025-06-27,20:49,UTC,Y,26,
5406,DC-BRIS,NP-SKU-00029,receipt,227.2,SUP019-DEL-50124,2025-06-27,12:14,UTC,Y,26,
5407,DC-GLAS,NP-SKU-00129,receipt,107.9,SUP010-DEL-98112,2025-06-26,19:41,UTC,Y,26,
5408,DC-BHAM,NP-SKU-00121,receipt,243.2,SUP007-DEL-87211,2025-07-01,18:23,UTC,Y,26,
5409,DC-BHAM,NP-SKU-00108,transfer,311.4,SUP013-DEL-75989,2025-06-25,14:30,UTC,Y,26,
5410,DC-LEEDS,NP-SKU-00129,receipt,114.7,SUP009-DEL-64151,2025-06-27,11:19,UTC,Y,26,
5411,DC-GLAS,NP-SKU-00128,transfer,27.5,SUP011-DEL-31691,2025-06-26,08:04,UTC,Y,26,
5412,DC-BHAM,NP-SKU-00007,transfer,95.1,SUP018-DEL-94728,2025-06-30,10:52,UTC,Y,26,
5413,DC-BHAM,NP-SKU-00094,transfer,372.3,SUP017-DEL-18282,2025-06-25,11:57,UTC,Y,26,
5414,DC-BRIS,NP-SKU-00035,receipt,349.6,SUP007-DEL-72458,2025-06-28,19:26,UTC,Y,26,
5415,DC-LEEDS,NP-SKU-00136,transfer,197.3,SUP005-DEL-68778,2025-06-28,21:33,UTC,Y,26,
5416,DC-MANC,NP-SKU-00096,receipt,340.1,SUP017-DEL-95824,2025-06-28,21:21,UTC,Y,26,
5417,DC-GLAS,NP-SKU-00116,write_off,145.6,SUP008-DEL-70530,2025-07-01,12:43,UTC,Y,26,
5418,DC-MANC,NP-SKU-00019,receipt,10.4,SUP009-DEL-13385,2025-06-26,11:07,UTC,Y,26,
5419,DC-NORW,NP-SKU-00092,transfer,242.8,SUP007-DEL-76983,2025-06-27,19:12,UTC,Y,26,
5420,DC-LEEDS,NP-SKU-00084,write_off,176.6,SUP009-DEL-84001,2025-06-28,11:51,UTC,Y,26,
5421,DC-NORW,NP-SKU-00072,transfer,15.9,SUP010-DEL-60687,2025-06-26,15:44,UTC,Y,26,
5422,DC-GLAS,NP-SKU-00068,receipt,449.6,SUP001-DEL-55677,2025-06-29,16:43,UTC,Y,26,
5423,DC-BRIS,NP-SKU-00025,receipt,411.9,SUP017-DEL-83928,2025-06-30,09:11,UTC,Y,26,
5424,DC-GLAS,NP-SKU-00117,receipt,80.5,SUP014-DEL-38748,2025-06-29,08:29,UTC,Y,26,
5425,DC-GLAS,NP-SKU-00125,receipt,299.5,SUP003-DEL-60614,2025-07-01,09:13,UTC,Y,26,
5426,DC-BHAM,NP-SKU-00112,write_off,418.5,SUP010-DEL-83430,2025-06-29,17:29,UTC,Y,26,
5427,DC-GLAS,NP-SKU-00128,receipt,399.9,SUP011-DEL-99950,2025-06-25,07:29,UTC,Y,26,
5428,DC-LEEDS,NP-SKU-00107,receipt,208.1,SUP019-DEL-18868,2025-06-29,21:31,UTC,Y,26,
5429,DC-NORW,NP-SKU-00138,receipt,294.5,SUP009-DEL-65532,2025-06-28,17:23,UTC,Y,26,
5430,DC-NORW,NP-SKU-00028,receipt,136.5,SUP004-DEL-69011,2025-06-27,16:34,UTC,Y,26,
5431,DC-BRIS,NP-SKU-00010,transfer,389.6,SUP003-DEL-99349,2025-06-28,17:24,UTC,Y,26,
5432,DC-GLAS,NP-SKU-00064,write_off,390.7,SUP009-DEL-50904,2025-06-26,09:47,UTC,Y,26,
5433,DC-MANC,NP-SKU-00022,write_off,269.2,SUP015-DEL-73217,2025-06-28,13:35,UTC,Y,26,
5434,DC-NORW,NP-SKU-00130,receipt,37.1,SUP004-DEL-32356,2025-07-01,09:46,UTC,Y,26,
5435,DC-BRIS,NP-SKU-00014,receipt,485.5,SUP007-DEL-28139,2025-07-01,12:23,UTC,Y,26,
5436,DC-MANC,NP-SKU-00133,transfer,67.2,SUP006-DEL-21696,2025-06-27,15:49,UTC,Y,26,
5437,DC-BHAM,NP-SKU-00084,receipt,291.1,SUP017-DEL-80865,2025-06-28,22:34,UTC,Y,26,
5438,DC-NORW,NP-SKU-00008,write_off,368.1,SUP004-DEL-19077,2025-06-27,09:11,UTC,Y,26,
5439,DC-LEEDS,NP-SKU-00063,transfer,179.9,SUP005-DEL-99450,2025-06-29,09:30,UTC,Y,26,
5440,DC-NORW,NP-SKU-00138,write_off,54.3,SUP006-DEL-76033,2025-06-28,06:23,UTC,Y,26,
5441,DC-BHAM,NP-SKU-00060,transfer,161.9,SUP003-DEL-93225,2025-06-25,17:09,UTC,Y,26,
5442,DC-LEEDS,NP-SKU-00092,receipt,398.3,SUP004-DEL-60605,2025-06-28,13:56,UTC,Y,26,
5443,DC-GLAS,NP-SKU-00009,receipt,439.1,SUP002-DEL-80875,2025-06-27,21:14,UTC,Y,26,
5444,DC-BHAM,NP-SKU-00043,receipt,324.5,SUP011-DEL-19454,2025-07-01,17:45,UTC,Y,26,
5445,DC-GLAS,NP-SKU-00097,write_off,451.3,SUP002-DEL-67498,2025-06-30,09:35,UTC,Y,26,
5446,DC-BHAM,NP-SKU-00061,write_off,339.3,SUP014-DEL-93777,2025-06-28,14:23,UTC,Y,26,
5447,DC-BRIS,NP-SKU-00084,receipt,49.4,SUP003-DEL-69561,2025-06-30,12:36,UTC,Y,26,
5448,DC-NORW,NP-SKU-00034,receipt,197.1,SUP016-DEL-61271,2025-06-25,18:41,UTC,Y,26,
5449,DC-NORW,NP-SKU-00121,transfer,181.8,SUP009-DEL-47383,2025-06-25,11:30,UTC,Y,26,
5450,DC-MANC,NP-SKU-00109,write_off,491.9,SUP001-DEL-47175,2025-06-25,13:36,UTC,Y,26,
