transaction_id,member_id,transaction_type,points,basket_value_gbp,store_id,channel,sku,transaction_at,created_at
10977,125,redeem,103,,13,click_collect,,2025-09-04 12:54:00,2025-09-04 12:54:00
1797,489,redeem,249,,5,online,,2025-09-04 13:22:00,2025-09-04 13:22:00
8904,423,earn,236,78.7,10,in_store,NP-SKU-00090,2025-09-04 13:41:00,2025-09-04 13:41:00
7426,296,redeem,299,,8,in_store,,2025-09-04 13:42:00,2025-09-04 13:42:00
3488,166,earn,478,7.54,,online,NP-SKU-00081,2025-09-04 13:54:00,2025-09-04 13:54:00
9015,120,earn,217,12.08,28,in_store,NP-SKU-00060,2025-09-04 14:46:00,2025-09-04 14:46:00
10601,342,earn,188,79.3,,click_collect,NP-SKU-00064,2025-09-04 15:15:00,2025-09-04 15:15:00
8439,181,redeem,218,,5,click_collect,,2025-09-04 15:32:00,2025-09-04 15:32:00
8776,221,redeem,147,,12,in_store,,2025-09-04 15:33:00,2025-09-04 15:33:00
8657,465,redeem,57,,,online,,2025-09-04 15:34:00,2025-09-04 15:34:00
7521,169,redeem,202,,13,click_collect,,2025-09-04 17:02:00,2025-09-04 17:02:00
7587,447,earn,15,44.14,21,click_collect,NP-SKU-00149,2025-09-04 17:06:00,2025-09-04 17:06:00
11768,315,earn,145,33.17,,online,NP-SKU-00090,2025-09-04 17:12:00,2025-09-04 17:12:00
8869,248,redeem,238,,6,in_store,,2025-09-04 17:38:00,2025-09-04 17:38:00
5303,415,earn,168,178.01,7,in_store,NP-SKU-00068,2025-09-04 17:55:00,2025-09-04 17:55:00
5252,282,earn,408,178.68,8,online,NP-SKU-00132,2025-09-04 18:00:00,2025-09-04 18:00:00
1948,444,earn,396,165.16,,in_store,NP-SKU-00012,2025-09-04 18:22:00,2025-09-04 18:22:00
13099,274,redeem,73,,23,click_collect,,2025-09-04 18:22:00,2025-09-04 18:22:00
6725,431,earn,98,13.2,5,click_collect,NP-SKU-00079,2025-09-04 18:31:00,2025-09-04 18:31:00
4665,151,earn,447,35.66,24,online,NP-SKU-00068,2025-09-04 18:38:00,2025-09-04 18:38:00
1516,129,redeem,119,,,click_collect,,2025-09-04 19:00:00,2025-09-04 19:00:00
3295,353,redeem,67,,,online,,2025-09-04 19:23:00,2025-09-04 19:23:00
6367,462,earn,241,179.91,13,click_collect,NP-SKU-00005,2025-09-04 19:23:00,2025-09-04 19:23:00
2033,78,earn,109,84.93,22,click_collect,NP-SKU-00148,2025-09-04 19:29:00,2025-09-04 19:29:00
399,344,earn,44,38.86,11,click_collect,NP-SKU-00079,2025-09-04 19:37:00,2025-09-04 19:37:00
13133,202,redeem,242,,,online,,2025-09-04 20:24:00,2025-09-04 20:24:00
11981,425,earn,10,9.69,4,click_collect,NP-SKU-00003,2025-09-04 20:49:00,2025-09-04 20:49:00
9958,110,earn,402,54.35,,online,NP-SKU-00019,2025-09-04 20:55:00,2025-09-04 20:55:00
3665,496,earn,380,95.56,18,in_store,NP-SKU-00015,2025-09-04 21:10:00,2025-09-04 21:10:00
665,72,redeem,175,,,click_collect,,2025-09-04 21:37:00,2025-09-04 21:37:00
5722,114,earn,433,61.08,,online,NP-SKU-00034,2025-09-04 21:59:00,2025-09-04 21:59:00
13342,443,redeem,208,,12,online,,2025-09-04 22:19:00,2025-09-04 22:19:00
9754,180,redeem,201,,26,online,,2025-09-04 22:22:00,2025-09-04 22:22:00
565,237,earn,388,95.99,6,online,NP-SKU-00141,2025-09-05 08:43:00,2025-09-05 08:43:00
10459,291,earn,237,16.16,2,click_collect,NP-SKU-00095,2025-09-05 08:57:00,2025-09-05 08:57:00
7080,402,redeem,189,,2,click_collect,,2025-09-05 10:03:00,2025-09-05 10:03:00
2492,298,earn,272,28.73,16,online,NP-SKU-00120,2025-09-05 10:27:00,2025-09-05 10:27:00
6032,342,earn,194,142.97,2,click_collect,NP-SKU-00133,2025-09-05 11:00:00,2025-09-05 11:00:00
12892,323,earn,90,52.64,4,click_collect,NP-SKU-00027,2025-09-05 11:07:00,2025-09-05 11:07:00
12614,37,earn,67,8.72,6,in_store,NP-SKU-00073,2025-09-05 11:45:00,2025-09-05 11:45:00
2106,222,earn,275,172.63,,online,NP-SKU-00084,2025-09-05 12:03:00,2025-09-05 12:03:00
636,400,earn,59,106.17,,in_store,NP-SKU-00050,2025-09-05 12:10:00,2025-09-05 12:10:00
7864,115,earn,483,25.81,,online,NP-SKU-00037,2025-09-05 12:11:00,2025-09-05 12:11:00
13264,179,redeem,86,,,click_collect,,2025-09-05 12:20:00,2025-09-05 12:20:00
11414,195,redeem,197,,,click_collect,,2025-09-05 12:21:00,2025-09-05 12:21:00
11190,162,earn,475,39.89,22,click_collect,NP-SKU-00044,2025-09-05 12:42:00,2025-09-05 12:42:00
434,377,redeem,107,,27,click_collect,,2025-09-05 13:09:00,2025-09-05 13:09:00
9865,150,earn,340,102.47,,online,NP-SKU-00134,2025-09-05 13:10:00,2025-09-05 13:10:00
11628,266,earn,187,63.43,12,in_store,NP-SKU-00149,2025-09-05 14:51:00,2025-09-05 14:51:00
12087,413,redeem,98,,11,online,,2025-09-05 14:51:00,2025-09-05 14:51:00
10065,440,earn,163,37.06,,click_collect,NP-SKU-00128,2025-09-05 15:00:00,2025-09-05 15:00:00
11078,407,redeem,100,,11,online,,2025-09-05 15:42:00,2025-09-05 15:42:00
9695,256,earn,227,29.76,24,online,NP-SKU-00134,2025-09-05 16:27:00,2025-09-05 16:27:00
3015,440,earn,395,134.12,10,in_store,NP-SKU-00045,2025-09-05 17:12:00,2025-09-05 17:12:00
3098,206,earn,155,105.23,8,click_collect,NP-SKU-00066,2025-09-05 17:21:00,2025-09-05 17:21:00
6699,449,earn,488,72.37,19,online,NP-SKU-00069,2025-09-05 17:43:00,2025-09-05 17:43:00
9044,183,earn,302,45.28,24,online,NP-SKU-00094,2025-09-05 17:51:00,2025-09-05 17:51:00
4484,354,earn,63,133.9,9,online,NP-SKU-00150,2025-09-05 19:11:00,2025-09-05 19:11:00
13392,3,redeem,87,,,click_collect,,2025-09-05 19:14:00,2025-09-05 19:14:00
1302,35,earn,225,29.98,2,click_collect,NP-SKU-00129,2025-09-05 20:12:00,2025-09-05 20:12:00
10704,314,earn,292,66.17,9,in_store,NP-SKU-00114,2025-09-05 20:48:00,2025-09-05 20:48:00
1528,38,earn,176,99.07,11,click_collect,NP-SKU-00035,2025-09-05 21:11:00,2025-09-05 21:11:00
2631,349,earn,96,32.22,12,in_store,NP-SKU-00056,2025-09-05 22:05:00,2025-09-05 22:05:00
10750,371,earn,179,6.45,2,click_collect,NP-SKU-00106,2025-09-06 08:18:00,2025-09-06 08:18:00
1850,200,redeem,248,,26,in_store,,2025-09-06 09:54:00,2025-09-06 09:54:00
11762,382,earn,284,153.91,30,online,NP-SKU-00110,2025-09-06 10:52:00,2025-09-06 10:52:00
9093,350,redeem,109,,13,click_collect,,2025-09-06 11:30:00,2025-09-06 11:30:00
708,231,earn,416,73.55,4,click_collect,NP-SKU-00111,2025-09-06 14:54:00,2025-09-06 14:54:00
9488,322,redeem,152,,,online,,2025-09-06 15:29:00,2025-09-06 15:29:00
11083,323,earn,447,118.01,20,click_collect,NP-SKU-00048,2025-09-06 16:07:00,2025-09-06 16:07:00
4463,198,earn,473,98.0,5,click_collect,NP-SKU-00138,2025-09-06 17:01:00,2025-09-06 17:01:00
238,295,earn,410,73.76,,click_collect,NP-SKU-00052,2025-09-06 17:34:00,2025-09-06 17:34:00
1541,138,earn,79,75.01,24,in_store,NP-SKU-00134,2025-09-06 17:41:00,2025-09-06 17:41:00
1504,440,earn,224,49.12,6,in_store,NP-SKU-00016,2025-09-06 19:29:00,2025-09-06 19:29:00
9168,277,earn,159,122.39,8,click_collect,NP-SKU-00140,2025-09-06 20:46:00,2025-09-06 20:46:00
10867,483,redeem,254,,1,in_store,,2025-09-06 22:26:00,2025-09-06 22:26:00
10688,2,earn,47,21.02,3,online,NP-SKU-00044,2025-09-07 08:55:00,2025-09-07 08:55:00
13211,440,earn,250,61.61,7,online,NP-SKU-00083,2025-09-07 09:32:00,2025-09-07 09:32:00
247,85,earn,88,102.97,8,online,NP-SKU-00048,2025-09-07 10:40:00,2025-09-07 10:40:00
7146,501,earn,328,109.54,7,in_store,NP-SKU-00025,2025-09-07 11:36:00,2025-09-07 11:36:00
7526,280,earn,375,27.7,11,click_collect,NP-SKU-00126,2025-09-07 11:52:00,2025-09-07 11:52:00
5044,356,redeem,60,,9,online,,2025-09-07 11:55:00,2025-09-07 11:55:00
4315,363,earn,373,150.74,3,click_collect,NP-SKU-00070,2025-09-07 13:14:00,2025-09-07 13:14:00
1163,235,redeem,255,,2,in_store,,2025-09-07 13:23:00,2025-09-07 13:23:00
3755,429,earn,456,164.3,11,in_store,NP-SKU-00037,2025-09-07 13:41:00,2025-09-07 13:41:00
1787,385,redeem,192,,,online,,2025-09-07 14:04:00,2025-09-07 14:04:00
7222,154,earn,435,17.26,17,online,NP-SKU-00058,2025-09-07 14:57:00,2025-09-07 14:57:00
13092,93,redeem,201,,26,click_collect,,2025-09-07 16:20:00,2025-09-07 16:20:00
7015,113,earn,58,169.88,13,in_store,NP-SKU-00123,2025-09-07 16:48:00,2025-09-07 16:48:00
11219,424,redeem,207,,,online,,2025-09-07 16:59:00,2025-09-07 16:59:00
7642,197,earn,481,129.94,3,click_collect,NP-SKU-00141,2025-09-07 17:03:00,2025-09-07 17:03:00
4305,262,redeem,105,,11,click_collect,,2025-09-07 17:14:00,2025-09-07 17:14:00
7002,485,redeem,288,,,click_collect,,2025-09-07 17:46:00,2025-09-07 17:46:00
7748,495,redeem,280,,,online,,2025-09-07 17:46:00,2025-09-07 17:46:00
1928,224,redeem,261,,7,click_collect,,2025-09-07 17:57:00,2025-09-07 17:57:00
2470,245,earn,174,143.0,3,online,NP-SKU-00010,2025-09-07 19:44:00,2025-09-07 19:44:00
1574,333,earn,78,161.99,27,online,NP-SKU-00001,2025-09-07 22:22:00,2025-09-07 22:22:00
2082,407,earn,433,45.72,3,in_store,NP-SKU-00084,2025-09-08 08:52:00,2025-09-08 08:52:00
11262,245,earn,278,111.79,,click_collect,NP-SKU-00127,2025-09-08 09:15:00,2025-09-08 09:15:00
652,339,redeem,128,,,click_collect,,2025-09-08 09:55:00,2025-09-08 09:55:00
2017,157,redeem,256,,10,in_store,,2025-09-08 10:23:00,2025-09-08 10:23:00
11537,228,earn,192,137.33,1,click_collect,NP-SKU-00043,2025-09-08 11:01:00,2025-09-08 11:01:00
11452,53,earn,27,12.66,8,click_collect,NP-SKU-00051,2025-09-08 11:35:00,2025-09-08 11:35:00
6880,203,earn,297,48.68,,online,NP-SKU-00036,2025-09-08 12:09:00,2025-09-08 12:09:00
8019,165,earn,223,173.14,,click_collect,NP-SKU-00105,2025-09-08 13:08:00,2025-09-08 13:08:00
3318,407,earn,346,146.95,27,click_collect,NP-SKU-00015,2025-09-08 13:20:00,2025-09-08 13:20:00
1150,371,earn,424,70.5,12,in_store,NP-SKU-00121,2025-09-08 16:43:00,2025-09-08 16:43:00
8970,505,earn,71,84.31,15,in_store,NP-SKU-00014,2025-09-08 16:53:00,2025-09-08 16:53:00
7886,260,redeem,88,,25,in_store,,2025-09-08 17:16:00,2025-09-08 17:16:00
10445,12,redeem,94,,13,in_store,,2025-09-08 17:28:00,2025-09-08 17:28:00
12609,47,redeem,241,,23,online,,2025-09-08 17:44:00,2025-09-08 17:44:00
2036,50,earn,465,96.59,,in_store,NP-SKU-00143,2025-09-08 18:23:00,2025-09-08 18:23:00
6776,343,earn,369,100.2,7,in_store,NP-SKU-00115,2025-09-08 18:33:00,2025-09-08 18:33:00
11938,200,earn,104,137.22,5,online,NP-SKU-00021,2025-09-08 19:42:00,2025-09-08 19:42:00
9767,297,redeem,192,,,online,,2025-09-08 20:05:00,2025-09-08 20:05:00
12621,402,earn,297,69.17,7,click_collect,NP-SKU-00024,2025-09-08 22:10:00,2025-09-08 22:10:00
3326,442,earn,113,58.67,21,in_store,NP-SKU-00026,2025-09-09 09:20:00,2025-09-09 09:20:00
1415,192,redeem,118,,18,online,,2025-09-09 10:16:00,2025-09-09 10:16:00
662,15,earn,237,102.97,21,in_store,NP-SKU-00052,2025-09-09 10:17:00,2025-09-09 10:17:00
2426,466,earn,287,126.96,23,click_collect,NP-SKU-00019,2025-09-09 11:09:00,2025-09-09 11:09:00
8919,194,redeem,176,,12,online,,2025-09-09 11:31:00,2025-09-09 11:31:00
10287,371,redeem,150,,8,in_store,,2025-09-09 11:38:00,2025-09-09 11:38:00
7475,490,earn,77,179.81,11,in_store,NP-SKU-00042,2025-09-09 12:03:00,2025-09-09 12:03:00
9804,381,redeem,249,,19,click_collect,,2025-09-09 13:29:00,2025-09-09 13:29:00
1305,432,earn,283,30.09,2,in_store,NP-SKU-00017,2025-09-09 14:33:00,2025-09-09 14:33:00
8368,496,earn,299,13.8,28,click_collect,NP-SKU-00092,2025-09-09 15:14:00,2025-09-09 15:14:00
2702,415,earn,282,129.89,2,click_collect,NP-SKU-00056,2025-09-09 15:18:00,2025-09-09 15:18:00
8529,483,redeem,183,,14,online,,2025-09-09 16:02:00,2025-09-09 16:02:00
10333,477,earn,241,164.16,17,online,NP-SKU-00030,2025-09-09 16:32:00,2025-09-09 16:32:00
10125,56,earn,251,52.45,6,in_store,NP-SKU-00050,2025-09-09 17:29:00,2025-09-09 17:29:00
3060,435,earn,389,142.76,29,click_collect,NP-SKU-00052,2025-09-09 18:13:00,2025-09-09 18:13:00
1988,291,redeem,250,,,in_store,,2025-09-09 18:21:00,2025-09-09 18:21:00
4364,250,redeem,152,,7,online,,2025-09-09 18:27:00,2025-09-09 18:27:00
4231,30,redeem,208,,20,online,,2025-09-09 18:41:00,2025-09-09 18:41:00
4988,319,earn,100,133.8,,online,NP-SKU-00051,2025-09-09 18:46:00,2025-09-09 18:46:00
13031,88,earn,301,92.02,,online,NP-SKU-00001,2025-09-09 19:18:00,2025-09-09 19:18:00
219,292,redeem,286,,25,online,,2025-09-09 19:41:00,2025-09-09 19:41:00
3224,467,earn,183,174.58,1,online,NP-SKU-00031,2025-09-09 20:22:00,2025-09-09 20:22:00
9249,96,redeem,77,,25,online,,2025-09-09 20:51:00,2025-09-09 20:51:00
7681,190,earn,380,75.25,18,in_store,NP-SKU-00102,2025-09-09 20:59:00,2025-09-09 20:59:00
6231,63,earn,434,36.17,6,click_collect,NP-SKU-00142,2025-09-09 21:18:00,2025-09-09 21:18:00
11769,461,earn,26,152.03,29,click_collect,NP-SKU-00022,2025-09-09 22:06:00,2025-09-09 22:06:00
11137,135,earn,233,136.62,24,in_store,NP-SKU-00022,2025-09-09 22:14:00,2025-09-09 22:14:00
2582,345,redeem,158,,1,in_store,,2025-09-09 22:34:00,2025-09-09 22:34:00
12367,314,earn,355,160.24,10,in_store,NP-SKU-00033,2025-09-10 09:10:00,2025-09-10 09:10:00
26,292,earn,313,78.36,17,online,NP-SKU-00067,2025-09-10 11:42:00,2025-09-10 11:42:00
10733,227,earn,254,68.02,25,online,NP-SKU-00009,2025-09-10 13:14:00,2025-09-10 13:14:00
231,409,earn,141,71.5,5,click_collect,NP-SKU-00100,2025-09-10 13:23:00,2025-09-10 13:23:00
5837,45,earn,475,167.15,,online,NP-SKU-00074,2025-09-10 14:01:00,2025-09-10 14:01:00
13433,45,earn,475,167.15,,online,NP-SKU-00074,2025-09-10 14:01:01,2025-09-10 14:01:00
12808,119,earn,428,31.11,24,online,NP-SKU-00136,2025-09-10 14:23:00,2025-09-10 14:23:00
2911,60,earn,306,116.83,28,click_collect,NP-SKU-00033,2025-09-10 15:06:00,2025-09-10 15:06:00
7713,124,earn,211,57.24,14,click_collect,NP-SKU-00104,2025-09-10 15:12:00,2025-09-10 15:12:00
6933,435,redeem,295,,6,in_store,,2025-09-10 15:25:00,2025-09-10 15:25:00
1272,360,earn,73,176.68,17,click_collect,NP-SKU-00122,2025-09-10 16:20:00,2025-09-10 16:20:00
7959,384,earn,130,58.57,30,in_store,NP-SKU-00131,2025-09-10 17:46:00,2025-09-10 17:46:00
3834,244,earn,466,89.48,6,click_collect,NP-SKU-00082,2025-09-10 17:47:00,2025-09-10 17:47:00
8700,193,redeem,99,,30,click_collect,,2025-09-10 19:08:00,2025-09-10 19:08:00
3807,321,earn,398,59.44,2,online,NP-SKU-00148,2025-09-10 19:46:00,2025-09-10 19:46:00
13097,323,redeem,207,,14,in_store,,2025-09-10 22:40:00,2025-09-10 22:40:00
3604,193,earn,149,17.31,,online,NP-SKU-00043,2025-09-11 08:17:00,2025-09-11 08:17:00
3890,206,earn,388,132.69,7,click_collect,NP-SKU-00141,2025-09-11 08:17:00,2025-09-11 08:17:00
12349,324,earn,97,167.97,19,in_store,NP-SKU-00136,2025-09-11 08:38:00,2025-09-11 08:38:00
12154,46,earn,473,111.11,18,click_collect,NP-SKU-00147,2025-09-11 08:52:00,2025-09-11 08:52:00
12052,298,earn,466,76.56,2,click_collect,NP-SKU-00038,2025-09-11 09:39:00,2025-09-11 09:39:00
13340,347,redeem,255,,24,in_store,,2025-09-11 09:51:00,2025-09-11 09:51:00
12904,488,redeem,216,,,in_store,,2025-09-11 10:27:00,2025-09-11 10:27:00
1104,118,redeem,81,,21,online,,2025-09-11 10:52:00,2025-09-11 10:52:00
1642,149,earn,173,156.45,25,online,NP-SKU-00030,2025-09-11 10:57:00,2025-09-11 10:57:00
2035,199,earn,461,147.79,17,online,NP-SKU-00057,2025-09-11 11:27:00,2025-09-11 11:27:00
6571,476,earn,441,123.31,5,in_store,NP-SKU-00149,2025-09-11 12:26:00,2025-09-11 12:26:00
4571,276,earn,28,39.62,7,online,NP-SKU-00127,2025-09-11 12:35:00,2025-09-11 12:35:00
1871,223,earn,379,158.07,10,click_collect,NP-SKU-00057,2025-09-11 12:45:00,2025-09-11 12:45:00
9504,281,earn,499,155.68,5,click_collect,NP-SKU-00129,2025-09-11 13:13:00,2025-09-11 13:13:00
11117,479,earn,82,30.18,,click_collect,NP-SKU-00072,2025-09-11 13:40:00,2025-09-11 13:40:00
874,14,earn,270,124.7,11,click_collect,NP-SKU-00023,2025-09-11 13:58:00,2025-09-11 13:58:00
5746,371,redeem,266,,12,click_collect,,2025-09-11 14:12:00,2025-09-11 14:12:00
3279,146,redeem,161,,3,in_store,,2025-09-11 14:27:00,2025-09-11 14:27:00
9283,452,earn,442,88.22,25,in_store,NP-SKU-00002,2025-09-11 14:32:00,2025-09-11 14:32:00
9193,180,redeem,208,,9,in_store,,2025-09-11 14:44:00,2025-09-11 14:44:00
7144,91,earn,63,55.43,2,online,NP-SKU-00026,2025-09-11 15:37:00,2025-09-11 15:37:00
2192,406,earn,370,156.4,17,online,NP-SKU-00127,2025-09-11 15:39:00,2025-09-11 15:39:00
7584,369,earn,64,172.82,7,online,NP-SKU-00009,2025-09-11 16:45:00,2025-09-11 16:45:00
9217,16,earn,195,130.85,30,in_store,NP-SKU-00014,2025-09-11 17:00:00,2025-09-11 17:00:00
13437,16,earn,195,130.85,30,in_store,NP-SKU-00014,2025-09-11 17:00:01,2025-09-11 17:00:00
13103,395,earn,498,43.31,27,online,NP-SKU-00036,2025-09-11 17:07:00,2025-09-11 17:07:00
7548,112,earn,44,47.82,2,online,NP-SKU-00031,2025-09-11 17:14:00,2025-09-11 17:14:00
7310,379,redeem,263,,1,online,,2025-09-11 17:48:00,2025-09-11 17:48:00
8935,69,redeem,139,,25,in_store,,2025-09-11 18:01:00,2025-09-11 18:01:00
12734,34,redeem,209,,16,in_store,,2025-09-11 18:05:00,2025-09-11 18:05:00
9505,284,earn,390,57.17,13,in_store,NP-SKU-00062,2025-09-11 18:18:00,2025-09-11 18:18:00
2576,27,earn,303,96.23,25,click_collect,NP-SKU-00012,2025-09-11 18:37:00,2025-09-11 18:37:00
11520,324,redeem,113,,,click_collect,,2025-09-11 18:48:00,2025-09-11 18:48:00
7835,412,earn,403,26.5,26,in_store,NP-SKU-00043,2025-09-11 19:05:00,2025-09-11 19:05:00
7362,77,redeem,291,,30,click_collect,,2025-09-11 19:40:00,2025-09-11 19:40:00
10936,26,earn,418,132.14,,in_store,NP-SKU-00056,2025-09-11 20:57:00,2025-09-11 20:57:00
3865,218,earn,233,106.68,24,in_store,NP-SKU-00112,2025-09-11 21:24:00,2025-09-11 21:24:00
11719,457,redeem,83,,,in_store,,2025-09-11 21:30:00,2025-09-11 21:30:00
10687,197,redeem,265,,20,click_collect,,2025-09-11 21:55:00,2025-09-11 21:55:00
12454,423,earn,290,144.31,27,online,NP-SKU-00044,2025-09-11 22:04:00,2025-09-11 22:04:00
175,231,earn,152,72.23,8,in_store,NP-SKU-00084,2025-09-11 22:36:00,2025-09-11 22:36:00
11562,423,earn,167,83.75,6,click_collect,NP-SKU-00134,2025-09-11 22:55:00,2025-09-11 22:55:00
9721,423,earn,202,11.74,17,online,NP-SKU-00101,2025-09-11 22:58:00,2025-09-11 22:58:00
12649,509,redeem,299,,14,click_collect,,2025-09-12 09:32:00,2025-09-12 09:32:00
2729,35,earn,367,141.67,6,online,NP-SKU-00001,2025-09-12 10:11:00,2025-09-12 10:11:00
8341,165,redeem,221,,,online,,2025-09-12 12:26:00,2025-09-12 12:26:00
5004,252,redeem,125,,10,in_store,,2025-09-12 12:56:00,2025-09-12 12:56:00
11054,337,earn,135,123.15,1,click_collect,NP-SKU-00078,2025-09-12 13:08:00,2025-09-12 13:08:00
8860,393,earn,183,49.81,,in_store,NP-SKU-00036,2025-09-12 13:12:00,2025-09-12 13:12:00
9518,498,earn,490,126.13,,in_store,NP-SKU-00003,2025-09-12 14:05:00,2025-09-12 14:05:00
12611,213,redeem,91,,23,in_store,,2025-09-12 14:05:00,2025-09-12 14:05:00
4421,495,redeem,124,,4,click_collect,,2025-09-12 14:29:00,2025-09-12 14:29:00
1454,451,redeem,282,,17,online,,2025-09-12 14:47:00,2025-09-12 14:47:00
3930,344,earn,250,159.58,21,in_store,NP-SKU-00130,2025-09-12 16:25:00,2025-09-12 16:25:00
462,394,earn,131,179.04,,click_collect,NP-SKU-00025,2025-09-12 16:42:00,2025-09-12 16:42:00
1708,340,earn,204,113.25,30,click_collect,NP-SKU-00098,2025-09-12 17:19:00,2025-09-12 17:19:00
5901,359,earn,163,14.56,19,online,NP-SKU-00149,2025-09-12 17:40:00,2025-09-12 17:40:00
9232,393,earn,189,141.97,1,online,NP-SKU-00122,2025-09-12 17:48:00,2025-09-12 17:48:00
8124,400,redeem,298,,30,click_collect,,2025-09-12 18:42:00,2025-09-12 18:42:00
10666,367,earn,457,43.11,4,in_store,NP-SKU-00100,2025-09-12 19:44:00,2025-09-12 19:44:00
13003,361,earn,469,44.94,3,in_store,NP-SKU-00118,2025-09-12 20:51:00,2025-09-12 20:51:00
11167,342,earn,122,154.34,3,in_store,NP-SKU-00091,2025-09-12 21:33:00,2025-09-12 21:33:00
4558,93,earn,51,129.33,1,in_store,NP-SKU-00115,2025-09-12 21:58:00,2025-09-12 21:58:00
1179,167,redeem,168,,,online,,2025-09-13 08:47:00,2025-09-13 08:47:00
5402,66,redeem,132,,18,in_store,,2025-09-13 09:41:00,2025-09-13 09:41:00
6136,260,earn,500,10.53,,click_collect,NP-SKU-00139,2025-09-13 09:44:00,2025-09-13 09:44:00
4062,139,redeem,60,,16,in_store,,2025-09-13 09:53:00,2025-09-13 09:53:00
11490,425,redeem,133,,20,click_collect,,2025-09-13 10:08:00,2025-09-13 10:08:00
6677,161,redeem,172,,9,in_store,,2025-09-13 10:23:00,2025-09-13 10:23:00
9670,485,earn,474,169.41,,online,NP-SKU-00079,2025-09-13 11:16:00,2025-09-13 11:16:00
1053,524,earn,38,81.75,11,online,NP-SKU-00063,2025-09-13 12:08:00,2025-09-13 12:08:00
8880,47,earn,310,119.68,,click_collect,NP-SKU-00132,2025-09-13 12:17:00,2025-09-13 12:17:00
3613,99,earn,111,123.78,10,click_collect,NP-SKU-00134,2025-09-13 13:21:00,2025-09-13 13:21:00
10466,387,redeem,233,,11,click_collect,,2025-09-13 14:32:00,2025-09-13 14:32:00
2786,181,earn,397,34.08,6,click_collect,NP-SKU-00078,2025-09-13 15:46:00,2025-09-13 15:46:00
12509,88,earn,299,176.78,21,in_store,NP-SKU-00149,2025-09-13 15:58:00,2025-09-13 15:58:00
13238,352,earn,273,126.9,16,online,NP-SKU-00051,2025-09-13 16:57:00,2025-09-13 16:57:00
8256,69,redeem,108,,7,click_collect,,2025-09-13 17:09:00,2025-09-13 17:09:00
13369,221,earn,380,141.41,,online,NP-SKU-00053,2025-09-13 17:23:00,2025-09-13 17:23:00
9219,457,earn,284,103.08,20,click_collect,NP-SKU-00097,2025-09-13 18:26:00,2025-09-13 18:26:00
11862,433,redeem,109,,13,in_store,,2025-09-13 18:39:00,2025-09-13 18:39:00
9751,492,earn,163,65.99,26,online,NP-SKU-00054,2025-09-13 18:42:00,2025-09-13 18:42:00
6307,323,redeem,133,,,click_collect,,2025-09-13 18:57:00,2025-09-13 18:57:00
482,188,earn,55,74.96,24,in_store,NP-SKU-00084,2025-09-13 20:30:00,2025-09-13 20:30:00
7692,54,earn,402,29.99,22,click_collect,NP-SKU-00088,2025-09-13 21:56:00,2025-09-13 21:56:00
10225,190,earn,113,131.59,6,online,NP-SKU-00012,2025-09-13 22:29:00,2025-09-13 22:29:00
6769,154,redeem,112,,,click_collect,,2025-09-14 08:06:00,2025-09-14 08:06:00
6530,164,redeem,171,,26,click_collect,,2025-09-14 09:50:00,2025-09-14 09:50:00
13375,398,redeem,187,,,online,,2025-09-14 10:29:00,2025-09-14 10:29:00
13186,219,redeem,57,,1,click_collect,,2025-09-14 10:30:00,2025-09-14 10:30:00
572,373,earn,449,31.05,30,in_store,NP-SKU-00100,2025-09-14 12:09:00,2025-09-14 12:09:00
95,218,earn,108,72.32,8,online,NP-SKU-00147,2025-09-14 13:36:00,2025-09-14 13:36:00
6206,415,earn,467,104.16,2,online,NP-SKU-00087,2025-09-14 13:50:00,2025-09-14 13:50:00
3281,75,earn,176,78.67,29,in_store,NP-SKU-00062,2025-09-14 14:40:00,2025-09-14 14:40:00
3694,377,redeem,251,,7,click_collect,,2025-09-14 15:01:00,2025-09-14 15:01:00
4304,352,earn,12,126.6,3,online,NP-SKU-00124,2025-09-14 16:04:00,2025-09-14 16:04:00
10139,342,earn,76,99.6,29,click_collect,NP-SKU-00097,2025-09-14 16:14:00,2025-09-14 16:14:00
12961,388,earn,214,23.19,5,click_collect,NP-SKU-00089,2025-09-14 19:18:00,2025-09-14 19:18:00
12308,446,earn,96,117.59,16,click_collect,NP-SKU-00035,2025-09-14 19:31:00,2025-09-14 19:31:00
13366,43,redeem,281,,22,in_store,,2025-09-14 19:46:00,2025-09-14 19:46:00
763,172,earn,127,64.64,,online,NP-SKU-00134,2025-09-14 20:15:00,2025-09-14 20:15:00
1126,251,earn,451,119.12,,online,NP-SKU-00120,2025-09-14 20:42:00,2025-09-14 20:42:00
11535,225,earn,457,111.86,14,click_collect,NP-SKU-00142,2025-09-14 20:56:00,2025-09-14 20:56:00
3186,212,redeem,240,,19,click_collect,,2025-09-15 08:05:00,2025-09-15 08:05:00
2282,294,earn,296,114.89,5,click_collect,NP-SKU-00111,2025-09-15 08:10:00,2025-09-15 08:10:00
1668,71,earn,64,102.11,26,click_collect,NP-SKU-00032,2025-09-15 08:13:00,2025-09-15 08:13:00
8078,303,redeem,81,,,click_collect,,2025-09-15 08:39:00,2025-09-15 08:39:00
3578,72,earn,453,46.76,21,click_collect,NP-SKU-00099,2025-09-15 10:19:00,2025-09-15 10:19:00
4912,73,redeem,155,,12,in_store,,2025-09-15 11:07:00,2025-09-15 11:07:00
5730,405,redeem,97,,1,online,,2025-09-15 11:16:00,2025-09-15 11:16:00
