order_id,order_ref,customer_id,store_id,order_channel,order_status,order_date,completed_at,total_amount,discount_amount,vat_amount,payment_method,payment_reference,loyalty_points_earned,is_returned,created_at
621,NP-2025-0000621,108,24,in_store,cancelled,2025-06-23 13:53:00,2025-06-23 14:27:00,138.27,11.11,9.22,contactless,TXN34563902,165,False,2025-06-23 13:53:00
622,NP-2025-0000622,453,14,in_store,cancelled,2025-06-23 20:51:00,2025-06-23 21:01:00,16.26,0.05,1.08,card,TXN32165081,19,False,2025-06-23 20:51:00
623,NP-2025-0000623,341,22,in_store,completed,2025-06-24 11:06:00,2025-06-24 11:48:00,76.59,7.38,5.11,card,TXN98685162,91,False,2025-06-24 11:06:00
624,NP-2025-0000624,263,20,in_store,returned,2025-06-24 08:15:00,2025-06-24 08:54:00,124.6,6.71,8.31,cash,TXN86713815,149,False,2025-06-24 08:15:00
625,NP-2025-0000625,321,19,in_store,completed,2025-06-24 08:28:00,2025-06-24 09:12:00,132.78,8.1,8.86,cash,TXN77598694,159,False,2025-06-24 08:28:00
626,NP-2025-0000626,389,4,in_store,completed,2025-06-25 18:57:00,2025-06-25 19:21:00,57.87,3.62,3.86,card,TXN31570979,69,False,2025-06-25 18:57:00
627,NP-2025-0000627,89,2,in_store,completed,2025-06-25 20:32:00,2025-06-25 20:50:00,81.31,5.27,5.42,card,TXN82356744,97,False,2025-06-25 20:32:00
628,NP-2025-0000628,195,19,in_store,completed,2025-06-25 21:42:00,2025-06-25 22:03:00,149.96,10.72,10.0,card,TXN35355653,179,False,2025-06-25 21:42:00
629,NP-2025-0000629,406,6,click_collect,returned,2025-06-26 11:32:00,2025-06-26 12:16:00,122.85,6.24,8.19,cash,TXN46294636,147,False,2025-06-26 11:32:00
630,NP-2025-0000630,341,21,click_collect,completed,2025-06-26 20:46:00,2025-06-26 21:05:00,106.04,0.55,7.07,online,TXN74040071,127,False,2025-06-26 20:46:00
631,NP-2025-0000631,182,14,in_store,completed,2025-06-26 14:57:00,2025-06-26 15:30:00,143.17,15.46,9.55,contactless,TXN25098554,171,False,2025-06-26 14:57:00
632,NP-2025-0000632,55,25,in_store,completed,2025-06-27 21:18:00,2025-06-27 21:57:00,63.0,6.03,4.2,contactless,TXN57518791,75,False,2025-06-27 21:18:00
633,NP-2025-0000633,145,27,in_store,returned,2025-06-27 11:18:00,2025-06-27 11:44:00,159.78,7.36,10.66,contactless,TXN95852907,191,False,2025-06-27 11:18:00
634,NP-2025-0000634,34,15,in_store,completed,2025-06-27 19:01:00,2025-06-27 19:12:00,84.01,5.65,5.6,card,TXN30359406,100,False,2025-06-27 19:01:00
635,NP-2025-0000635,209,9,in_store,returned,2025-06-28 11:59:00,2025-06-28 12:35:00,106.29,1.6,7.09,card,TXN94599602,127,False,2025-06-28 11:59:00
636,NP-2025-0000636,315,2,click_collect,completed,2025-06-28 14:34:00,2025-06-28 14:44:00,97.99,11.58,6.54,cash,TXN40595207,117,False,2025-06-28 14:34:00
637,NP-2025-0000637,46,10,in_store,completed,2025-06-28 22:28:00,2025-06-28 22:43:00,79.07,9.48,5.27,cash,TXN18510743,94,False,2025-06-28 22:28:00
638,NP-2025-0000638,56,8,in_store,completed,2025-06-28 17:42:00,2025-06-28 18:14:00,179.75,15.52,11.99,card,TXN64677550,215,False,2025-06-28 17:42:00
639,NP-2025-0000639,262,4,in_store,completed,2025-06-28 11:15:00,2025-06-28 11:38:00,165.67,15.5,11.05,card,TXN84664486,198,False,2025-06-28 11:15:00
640,NP-2025-0000640,135,4,in_store,returned,2025-06-29 17:58:00,2025-06-29 18:06:00,136.21,7.01,9.09,contactless,TXN29413864,163,False,2025-06-29 17:58:00
641,NP-2025-0000641,433,3,in_store,completed,2025-06-29 15:17:00,2025-06-29 15:49:00,142.74,15.36,9.52,contactless,TXN63964216,171,False,2025-06-29 15:17:00
642,NP-2025-0000642,323,2,in_store,returned,2025-06-29 22:08:00,2025-06-29 22:44:00,108.84,12.49,7.26,cash,TXN83366250,130,False,2025-06-29 22:08:00
643,NP-2025-0000643,139,14,in_store,returned,2025-06-29 20:53:00,2025-06-29 21:01:00,21.51,2.03,1.43,card,TXN69438450,25,False,2025-06-29 20:53:00
644,NP-2025-0000644,316,22,click_collect,returned,2025-06-29 18:40:00,2025-06-29 19:21:00,170.73,16.49,11.39,cash,TXN66664725,204,False,2025-06-29 18:40:00
645,NP-2025-0000645,168,11,click_collect,returned,2025-06-30 20:19:00,2025-06-30 20:37:00,104.05,12.22,6.94,online,TXN22119306,124,False,2025-06-30 20:19:00
646,NP-2025-0000646,30,28,in_store,cancelled,2025-06-30 09:07:00,2025-06-30 09:39:00,131.28,15.67,8.76,online,TXN34237228,157,False,2025-06-30 09:07:00
647,NP-2025-0000647,350,24,in_store,completed,2025-06-30 07:22:00,2025-06-30 07:38:00,16.85,1.68,1.12,card,TXN66704595,20,False,2025-06-30 07:22:00
648,NP-2025-0000648,65,4,online,returned,2025-07-01 12:26:00,2025-07-01 13:05:00,76.59,2.39,5.11,online,TXN96921883,91,False,2025-07-01 12:26:00
649,NP-2025-0000649,294,10,online,completed,2025-07-01 18:31:00,2025-07-01 18:52:00,8.85,0.56,0.59,online,TXN97419677,10,False,2025-07-01 18:31:00
650,NP-2025-0000650,315,14,click_collect,completed,2025-07-01 07:18:00,2025-07-01 07:51:00,124.26,6.12,8.29,card,TXN84726038,149,False,2025-07-01 07:18:00
651,NP-2025-0000651,217,28,online,completed,2025-07-02 14:10:00,2025-07-02 14:43:00,143.23,13.0,9.55,card,TXN52244708,171,False,2025-07-02 14:10:00
652,NP-2025-0000652,413,20,in_store,completed,2025-07-02 20:50:00,2025-07-02 21:19:00,173.82,2.73,11.59,card,TXN77970791,208,False,2025-07-02 20:50:00
653,NP-2025-0000653,395,14,click_collect,completed,2025-07-02 14:51:00,2025-07-02 15:11:00,141.97,0.92,9.47,online,TXN34739730,170,False,2025-07-02 14:51:00
654,NP-2025-0000654,83,28,in_store,completed,2025-07-03 17:14:00,2025-07-03 17:23:00,126.44,2.65,8.43,online,TXN67109058,151,False,2025-07-03 17:14:00
655,NP-2025-0000655,314,3,click_collect,completed,2025-07-03 19:56:00,2025-07-03 19:59:00,59.01,0.73,3.94,card,TXN52413505,70,False,2025-07-03 19:56:00
656,NP-2025-0000656,199,2,in_store,completed,2025-07-03 08:23:00,2025-07-03 08:59:00,98.11,0.18,6.54,cash,TXN95821214,117,False,2025-07-03 08:23:00
657,NP-2025-0000657,296,20,in_store,completed,2025-07-04 21:45:00,2025-07-04 22:15:00,38.88,4.34,2.59,card,TXN33204789,46,False,2025-07-04 21:45:00
658,NP-2025-0000658,416,14,click_collect,completed,2025-07-04 20:08:00,2025-07-04 20:19:00,143.59,12.59,9.58,card,TXN95710642,172,False,2025-07-04 20:08:00
659,NP-2025-0000659,117,14,online,completed,2025-07-04 12:33:00,2025-07-04 13:12:00,133.57,11.69,8.91,contactless,TXN55922639,160,False,2025-07-04 12:33:00
660,NP-2025-0000660,90,10,in_store,completed,2025-07-05 20:35:00,2025-07-05 20:44:00,69.17,5.58,4.61,card,TXN78995442,83,False,2025-07-05 20:35:00
661,NP-2025-0000661,17,22,in_store,completed,2025-07-05 22:20:00,2025-07-05 22:38:00,144.36,5.29,9.63,card,TXN16328242,173,False,2025-07-05 22:20:00
662,NP-2025-0000662,72,7,online,completed,2025-07-05 16:47:00,2025-07-05 17:17:00,39.04,1.34,2.6,card,TXN24952346,46,False,2025-07-05 16:47:00
663,NP-2025-0000663,151,21,click_collect,cancelled,2025-07-05 08:28:00,2025-07-05 09:13:00,138.61,12.35,9.25,card,TXN99187418,166,False,2025-07-05 08:28:00
664,NP-2025-0000664,182,23,click_collect,completed,2025-07-05 12:55:00,2025-07-05 13:38:00,124.73,8.13,8.32,card,TXN73717559,149,False,2025-07-05 12:55:00
665,NP-2025-0000665,17,13,in_store,returned,2025-07-06 18:15:00,2025-07-06 18:31:00,62.23,2.43,4.15,online,TXN36086815,74,False,2025-07-06 18:15:00
666,NP-2025-0000666,19,28,in_store,cancelled,2025-07-06 14:39:00,2025-07-06 15:21:00,153.28,13.62,10.22,card,TXN11585823,183,False,2025-07-06 14:39:00
667,NP-2025-0000667,143,9,in_store,completed,2025-07-06 20:30:00,2025-07-06 21:14:00,152.37,17.47,10.16,card,TXN33119000,182,False,2025-07-06 20:30:00
668,NP-2025-0000668,318,7,in_store,completed,2025-07-06 07:52:00,2025-07-06 08:29:00,125.32,1.61,8.36,contactless,TXN90902071,150,False,2025-07-06 07:52:00
669,NP-2025-0000669,339,9,in_store,returned,2025-07-06 13:41:00,2025-07-06 14:07:00,98.68,9.52,6.58,cash,TXN78785556,118,False,2025-07-06 13:41:00
670,NP-2025-0000670,297,23,in_store,completed,2025-07-07 22:32:00,2025-07-07 23:04:00,58.22,0.73,3.88,card,TXN74591054,69,False,2025-07-07 22:32:00
671,NP-2025-0000671,277,24,online,completed,2025-07-07 14:24:00,2025-07-07 14:42:00,146.69,3.08,9.78,online,TXN90291375,176,False,2025-07-07 14:24:00
672,NP-2025-0000672,500,4,in_store,cancelled,2025-07-07 13:37:00,2025-07-07 14:21:00,46.32,3.06,3.09,card,TXN30259880,55,False,2025-07-07 13:37:00
673,NP-2025-0000673,86,5,in_store,completed,2025-07-08 12:11:00,2025-07-08 12:15:00,129.4,12.67,8.63,cash,TXN38466389,155,True,2025-07-08 12:11:00
674,NP-2025-0000674,237,14,online,completed,2025-07-08 11:56:00,2025-07-08 12:05:00,15.56,0.08,1.04,cash,TXN61799965,18,True,2025-07-08 11:56:00
675,NP-2025-0000675,191,13,online,completed,2025-07-08 18:07:00,2025-07-08 18:27:00,19.17,0.14,1.28,card,TXN35414238,23,False,2025-07-08 18:07:00
676,NP-2025-0000676,387,2,online,completed,2025-07-09 16:41:00,2025-07-09 17:00:00,170.07,8.59,11.34,cash,TXN78495970,204,False,2025-07-09 16:41:00
677,NP-2025-0000677,427,22,online,completed,2025-07-09 12:20:00,2025-07-09 12:24:00,156.55,0.07,10.44,cash,TXN52465445,187,False,2025-07-09 12:20:00
678,NP-2025-0000678,488,24,in_store,returned,2025-07-09 20:53:00,2025-07-09 21:19:00,5.12,0.27,0.34,card,TXN54214537,6,False,2025-07-09 20:53:00
679,NP-2025-0000679,7,29,click_collect,cancelled,2025-07-10 07:27:00,2025-07-10 07:54:00,78.58,8.64,5.24,card,TXN19908724,94,False,2025-07-10 07:27:00
680,NP-2025-0000680,278,11,in_store,completed,2025-07-10 08:45:00,2025-07-10 09:12:00,177.68,13.09,11.85,card,TXN69998135,213,False,2025-07-10 08:45:00
681,NP-2025-0000681,221,14,in_store,returned,2025-07-10 21:02:00,2025-07-10 21:16:00,68.96,2.43,4.6,cash,TXN36125123,82,False,2025-07-10 21:02:00
682,NP-2025-0000682,286,18,in_store,returned,2025-07-11 11:24:00,2025-07-11 12:06:00,97.16,6.6,6.48,cash,TXN68176544,116,False,2025-07-11 11:24:00
683,NP-2025-0000683,186,15,online,completed,2025-07-11 08:23:00,2025-07-11 09:01:00,145.4,7.93,9.7,contactless,TXN34241075,174,False,2025-07-11 08:23:00
684,NP-2025-0000684,233,28,in_store,cancelled,2025-07-11 10:01:00,2025-07-11 10:36:00,80.25,5.56,5.35,online,TXN58117953,96,False,2025-07-11 10:01:00
685,NP-2025-0000685,189,30,online,completed,2025-07-12 18:00:00,2025-07-12 18:06:00,18.3,1.72,1.22,card,TXN86724177,21,False,2025-07-12 18:00:00
686,NP-2025-0000686,250,10,in_store,completed,2025-07-12 09:29:00,2025-07-12 10:09:00,128.41,2.85,8.56,online,TXN28517985,154,False,2025-07-12 09:29:00
687,NP-2025-0000687,91,6,click_collect,completed,2025-07-12 14:05:00,2025-07-12 14:45:00,169.46,19.18,11.3,contactless,TXN45738306,203,False,2025-07-12 14:05:00
688,NP-2025-0000688,470,5,in_store,completed,2025-07-12 20:03:00,2025-07-12 20:40:00,131.04,5.45,8.74,card,TXN45755742,157,False,2025-07-12 20:03:00
689,NP-2025-0000689,65,28,in_store,completed,2025-07-12 07:20:00,2025-07-12 07:53:00,5.01,0.5,0.33,cash,TXN28996632,6,False,2025-07-12 07:20:00
690,NP-2025-0000690,141,2,in_store,completed,2025-07-13 07:04:00,2025-07-13 07:16:00,166.9,4.23,11.13,card,TXN65030442,200,False,2025-07-13 07:04:00
691,NP-2025-0000691,3,2,online,completed,2025-07-13 11:32:00,2025-07-13 12:05:00,102.78,6.42,6.86,card,TXN47580770,123,False,2025-07-13 11:32:00
692,NP-2025-0000692,215,3,online,completed,2025-07-13 11:44:00,2025-07-13 12:20:00,83.94,9.31,5.6,card,TXN28287127,100,False,2025-07-13 11:44:00
693,NP-2025-0000693,358,25,online,completed,2025-07-13 06:30:00,2025-07-13 06:37:00,142.5,1.99,9.5,cash,TXN96098044,171,False,2025-07-13 06:30:00
694,NP-2025-0000694,162,6,in_store,completed,2025-07-13 11:54:00,2025-07-13 12:01:00,176.68,15.85,11.78,online,TXN21566031,212,False,2025-07-13 11:54:00
695,NP-2025-0000695,103,2,click_collect,completed,2025-07-14 13:52:00,2025-07-14 14:23:00,13.84,0.12,0.92,cash,TXN28275660,16,False,2025-07-14 13:52:00
696,NP-2025-0000696,450,17,in_store,returned,2025-07-14 06:00:00,2025-07-14 06:21:00,163.51,11.02,10.91,online,TXN21626436,196,False,2025-07-14 06:00:00
697,NP-2025-0000697,110,28,click_collect,completed,2025-07-14 13:51:00,2025-07-14 14:15:00,77.02,1.22,5.14,cash,TXN86918079,92,False,2025-07-14 13:51:00
698,NP-2025-0000698,474,5,in_store,completed,2025-07-15 09:26:00,2025-07-15 09:40:00,172.86,16.69,11.53,online,TXN79077891,207,False,2025-07-15 09:26:00
699,NP-2025-0000699,79,12,in_store,returned,2025-07-15 12:57:00,2025-07-15 13:41:00,10.73,0.79,0.72,card,TXN16094013,12,False,2025-07-15 12:57:00
700,NP-2025-0000700,225,9,in_store,returned,2025-07-15 08:29:00,2025-07-15 08:46:00,174.88,7.08,11.66,online,TXN58310738,209,False,2025-07-15 08:29:00
701,NP-2025-0000701,382,14,in_store,completed,2025-07-16 22:03:00,2025-07-16 22:17:00,176.32,12.45,11.76,contactless,TXN15223457,211,False,2025-07-16 22:03:00
702,NP-2025-0000702,410,8,in_store,completed,2025-07-16 15:59:00,2025-07-16 16:41:00,100.53,11.69,6.71,card,TXN52670431,120,False,2025-07-16 15:59:00
703,NP-2025-0000703,361,2,online,completed,2025-07-16 07:21:00,2025-07-16 07:46:00,82.69,4.46,5.52,contactless,TXN47138074,99,False,2025-07-16 07:21:00
704,NP-2025-0000704,305,2,online,returned,2025-07-17 17:25:00,2025-07-17 17:48:00,103.58,11.22,6.91,online,TXN11306363,124,False,2025-07-17 17:25:00
705,NP-2025-0000705,456,8,in_store,completed,2025-07-17 21:40:00,2025-07-17 21:47:00,121.4,14.52,8.1,cash,TXN23652183,145,False,2025-07-17 21:40:00
706,NP-2025-0000706,350,13,in_store,completed,2025-07-17 09:38:00,2025-07-17 10:23:00,29.48,2.49,1.97,card,TXN69751747,35,False,2025-07-17 09:38:00
707,NP-2025-0000707,350,6,in_store,completed,2025-07-18 18:45:00,2025-07-18 18:52:00,59.8,4.79,3.99,card,TXN21161254,71,False,2025-07-18 18:45:00
708,NP-2025-0000708,41,11,in_store,completed,2025-07-18 17:55:00,2025-07-18 18:18:00,32.21,0.83,2.15,contactless,TXN16814758,38,False,2025-07-18 17:55:00
709,NP-2025-0000709,17,15,in_store,completed,2025-07-18 17:51:00,2025-07-18 17:55:00,81.75,9.38,5.45,cash,TXN55605075,98,False,2025-07-18 17:51:00
710,NP-2025-0000710,363,24,online,returned,2025-07-19 12:54:00,2025-07-19 13:39:00,108.92,4.79,7.26,card,TXN57495033,130,True,2025-07-19 12:54:00
711,NP-2025-0000711,111,10,online,cancelled,2025-07-19 08:03:00,2025-07-19 08:05:00,73.41,1.79,4.9,online,TXN93488889,88,False,2025-07-19 08:03:00
712,NP-2025-0000712,24,17,online,returned,2025-07-19 06:17:00,2025-07-19 06:37:00,169.06,1.31,11.28,card,TXN67499981,202,False,2025-07-19 06:17:00
713,NP-2025-0000713,184,12,online,completed,2025-07-19 13:41:00,2025-07-19 14:06:00,112.5,9.26,7.5,card,TXN83208168,135,False,2025-07-19 13:41:00
714,NP-2025-0000714,482,19,online,completed,2025-07-19 17:24:00,2025-07-19 18:07:00,14.91,0.03,0.99,contactless,TXN86422833,17,False,2025-07-19 17:24:00
715,NP-2025-0000715,246,17,click_collect,completed,2025-07-20 08:34:00,2025-07-20 09:19:00,88.3,1.33,5.89,card,TXN42431822,105,False,2025-07-20 08:34:00
716,NP-2025-0000716,11,1,in_store,completed,2025-07-20 12:36:00,2025-07-20 13:09:00,106.47,5.86,7.1,card,TXN40202787,127,False,2025-07-20 12:36:00
717,NP-2025-0000717,38,16,online,completed,2025-07-20 16:20:00,2025-07-20 16:46:00,32.7,1.23,2.18,card,TXN11483668,39,False,2025-07-20 16:20:00
718,NP-2025-0000718,32,21,online,completed,2025-07-20 11:18:00,2025-07-20 12:02:00,98.79,11.23,6.59,card,TXN88129878,118,False,2025-07-20 11:18:00
719,NP-2025-0000719,8,24,online,completed,2025-07-20 13:50:00,2025-07-20 14:28:00,62.6,0.3,4.18,card,TXN19360882,75,False,2025-07-20 13:50:00
720,NP-2025-0000720,468,14,online,returned,2025-07-21 07:22:00,2025-07-21 07:40:00,116.33,3.39,7.76,cash,TXN84596315,139,False,2025-07-21 07:22:00
721,NP-2025-0000721,145,29,in_store,cancelled,2025-07-21 08:24:00,2025-07-21 08:47:00,143.95,16.54,9.6,cash,TXN10871774,172,False,2025-07-21 08:24:00
722,NP-2025-0000722,45,6,click_collect,returned,2025-07-21 16:48:00,2025-07-21 17:27:00,61.24,5.67,4.08,cash,TXN34973630,73,False,2025-07-21 16:48:00
723,NP-2025-0000723,453,23,in_store,completed,2025-07-22 07:14:00,2025-07-22 07:45:00,78.05,3.47,5.21,card,TXN11137010,93,False,2025-07-22 07:14:00
724,NP-2025-0000724,465,15,in_store,completed,2025-07-22 14:29:00,2025-07-22 14:36:00,126.46,12.16,8.43,card,TXN10147286,151,False,2025-07-22 14:29:00
725,NP-2025-0000725,332,26,online,returned,2025-07-22 06:11:00,2025-07-22 06:55:00,127.42,2.61,8.5,card,TXN23284153,152,False,2025-07-22 06:11:00
726,NP-2025-0000726,223,4,in_store,completed,2025-07-23 22:36:00,2025-07-23 23:10:00,124.96,6.55,8.33,cash,TXN22678654,149,False,2025-07-23 22:36:00
727,NP-2025-0000727,86,23,in_store,cancelled,2025-07-23 08:46:00,2025-07-23 08:54:00,104.36,4.78,6.96,contactless,TXN73142083,125,False,2025-07-23 08:46:00
728,NP-2025-0000728,440,7,online,completed,2025-07-23 16:58:00,2025-07-23 17:35:00,98.39,11.56,6.56,online,TXN91050580,118,False,2025-07-23 16:58:00
729,NP-2025-0000729,493,29,in_store,completed,2025-07-24 22:58:00,2025-07-24 23:03:00,145.55,11.48,9.71,card,TXN54519864,174,False,2025-07-24 22:58:00
730,NP-2025-0000730,110,20,in_store,completed,2025-07-24 11:46:00,2025-07-24 12:22:00,4.71,0.07,0.31,card,TXN83980790,5,False,2025-07-24 11:46:00
731,NP-2025-0000731,250,9,in_store,cancelled,2025-07-24 10:42:00,2025-07-24 10:57:00,48.72,4.27,3.25,card,TXN47412468,58,False,2025-07-24 10:42:00
732,NP-2025-0000732,359,1,in_store,cancelled,2025-07-25 08:26:00,2025-07-25 08:36:00,105.81,9.34,7.06,online,TXN36344669,126,False,2025-07-25 08:26:00
733,NP-2025-0000733,113,28,online,completed,2025-07-25 07:40:00,2025-07-25 07:50:00,13.4,1.15,0.89,online,TXN30034371,16,False,2025-07-25 07:40:00
734,NP-2025-0000734,48,14,in_store,completed,2025-07-25 09:15:00,2025-07-25 09:20:00,11.77,0.58,0.79,card,TXN77556899,14,False,2025-07-25 09:15:00
735,NP-2025-0000735,236,12,in_store,completed,2025-07-26 07:22:00,2025-07-26 08:01:00,168.58,1.94,11.24,contactless,TXN71326503,202,False,2025-07-26 07:22:00
736,NP-2025-0000736,213,22,online,cancelled,2025-07-26 08:43:00,2025-07-26 08:49:00,32.91,1.85,2.2,cash,TXN22033806,39,False,2025-07-26 08:43:00
737,NP-2025-0000737,127,27,in_store,cancelled,2025-07-26 11:37:00,2025-07-26 12:13:00,25.44,2.51,1.7,card,TXN45389275,30,False,2025-07-26 11:37:00
738,NP-2025-0000738,215,16,online,completed,2025-07-26 18:10:00,2025-07-26 18:44:00,18.74,0.13,1.25,card,TXN25906873,22,False,2025-07-26 18:10:00
739,NP-2025-0000739,120,23,click_collect,completed,2025-07-26 19:53:00,2025-07-26 20:04:00,85.32,0.86,5.69,card,TXN61427497,102,False,2025-07-26 19:53:00
740,NP-2025-0000740,336,2,online,completed,2025-07-27 17:23:00,2025-07-27 17:52:00,106.5,5.0,7.1,card,TXN50332842,127,False,2025-07-27 17:23:00
741,NP-2025-0000741,332,20,online,completed,2025-07-27 12:45:00,2025-07-27 12:57:00,77.65,4.23,5.18,card,TXN50574135,93,False,2025-07-27 12:45:00
742,NP-2025-0000742,111,26,in_store,completed,2025-07-27 18:08:00,2025-07-27 18:52:00,20.02,0.33,1.34,card,TXN44323019,24,False,2025-07-27 18:08:00
743,NP-2025-0000743,454,2,in_store,returned,2025-07-27 16:17:00,2025-07-27 16:50:00,123.7,14.09,8.25,cash,TXN95393642,148,False,2025-07-27 16:17:00
744,NP-2025-0000744,337,20,in_store,returned,2025-07-27 19:09:00,2025-07-27 19:54:00,163.76,7.47,10.92,online,TXN21359569,196,False,2025-07-27 19:09:00
745,NP-2025-0000745,499,6,online,completed,2025-07-28 13:56:00,2025-07-28 14:40:00,173.98,1.2,11.6,card,TXN71865387,208,False,2025-07-28 13:56:00
746,NP-2025-0000746,41,23,in_store,completed,2025-07-28 13:16:00,2025-07-28 14:00:00,146.46,9.3,9.77,card,TXN20408360,175,False,2025-07-28 13:16:00
747,NP-2025-0000747,256,11,click_collect,completed,2025-07-28 14:23:00,2025-07-28 14:50:00,165.28,11.64,11.02,cash,TXN46045914,198,False,2025-07-28 14:23:00
748,NP-2025-0000748,439,9,in_store,completed,2025-07-29 16:12:00,2025-07-29 16:38:00,81.12,9.06,5.41,cash,TXN73376018,97,False,2025-07-29 16:12:00
749,NP-2025-0000749,176,10,online,completed,2025-07-29 08:27:00,2025-07-29 08:30:00,53.7,3.45,3.58,card,TXN33767704,64,False,2025-07-29 08:27:00
750,NP-2025-0000750,74,11,online,completed,2025-07-29 15:32:00,2025-07-29 16:10:00,64.47,2.95,4.3,contactless,TXN89986323,77,False,2025-07-29 15:32:00
751,NP-2025-0000751,123,12,in_store,cancelled,2025-07-30 11:07:00,2025-07-30 11:46:00,6.88,0.82,0.46,card,TXN28348753,8,False,2025-07-30 11:07:00
752,NP-2025-0000752,279,19,in_store,completed,2025-07-30 09:59:00,2025-07-30 10:16:00,179.6,17.08,11.98,card,TXN97330798,215,False,2025-07-30 09:59:00
753,NP-2025-0000753,291,14,in_store,completed,2025-07-30 09:19:00,2025-07-30 10:03:00,41.97,3.88,2.8,card,TXN70774482,50,False,2025-07-30 09:19:00
754,NP-2025-0000754,471,6,in_store,completed,2025-07-31 06:34:00,2025-07-31 06:43:00,91.49,0.87,6.1,cash,TXN57817462,109,False,2025-07-31 06:34:00
755,NP-2025-0000755,418,22,in_store,completed,2025-07-31 08:58:00,2025-07-31 09:11:00,60.37,3.14,4.03,card,TXN58687226,72,False,2025-07-31 08:58:00
756,NP-2025-0000756,330,6,click_collect,cancelled,2025-07-31 14:17:00,2025-07-31 15:02:00,13.03,0.04,0.87,contactless,TXN36037642,15,False,2025-07-31 14:17:00
757,NP-2025-0000757,205,22,click_collect,completed,2025-08-01 10:14:00,2025-08-01 10:42:00,84.0,1.9,5.6,cash,TXN67710226,100,False,2025-08-01 10:14:00
758,NP-2025-0000758,418,5,online,completed,2025-08-01 14:58:00,2025-08-01 15:34:00,149.71,1.13,9.99,online,TXN57930481,179,False,2025-08-01 14:58:00
759,NP-2025-0000759,439,22,in_store,completed,2025-08-01 16:41:00,2025-08-01 16:51:00,10.88,0.09,0.73,card,TXN74940567,13,False,2025-08-01 16:41:00
760,NP-2025-0000760,394,30,in_store,completed,2025-08-02 12:07:00,2025-08-02 12:34:00,44.29,2.81,2.95,cash,TXN26564869,53,False,2025-08-02 12:07:00
761,NP-2025-0000761,178,12,in_store,cancelled,2025-08-02 21:10:00,2025-08-02 21:21:00,25.84,1.61,1.72,contactless,TXN93541727,31,False,2025-08-02 21:10:00
762,NP-2025-0000762,369,12,click_collect,returned,2025-08-02 11:36:00,2025-08-02 12:00:00,142.11,14.11,9.48,card,TXN27155779,170,False,2025-08-02 11:36:00
763,NP-2025-0000763,359,20,online,completed,2025-08-02 13:09:00,2025-08-02 13:44:00,116.81,8.46,7.79,contactless,TXN40445873,140,False,2025-08-02 13:09:00
764,NP-2025-0000764,117,14,in_store,completed,2025-08-02 17:54:00,2025-08-02 18:01:00,141.72,8.63,9.45,card,TXN27341287,170,False,2025-08-02 17:54:00
765,NP-2025-0000765,311,16,click_collect,completed,2025-08-03 18:05:00,2025-08-03 18:39:00,12.5,1.21,0.83,card,TXN62222770,15,False,2025-08-03 18:05:00
766,NP-2025-0000766,52,12,online,cancelled,2025-08-03 18:02:00,2025-08-03 18:39:00,90.74,2.42,6.05,card,TXN63207360,108,False,2025-08-03 18:02:00
767,NP-2025-0000767,441,9,click_collect,completed,2025-08-03 08:54:00,2025-08-03 09:26:00,166.49,4.0,11.1,card,TXN81690032,199,False,2025-08-03 08:54:00
768,NP-2025-0000768,73,6,online,cancelled,2025-08-03 10:09:00,2025-08-03 10:43:00,174.71,0.35,11.65,card,TXN30503941,209,False,2025-08-03 10:09:00
769,NP-2025-0000769,79,23,online,cancelled,2025-08-03 14:09:00,2025-08-03 14:54:00,178.31,13.51,11.89,online,TXN85977102,213,False,2025-08-03 14:09:00
770,NP-2025-0000770,461,13,in_store,completed,2025-08-04 18:03:00,2025-08-04 18:45:00,41.54,3.94,2.77,online,TXN16618133,49,False,2025-08-04 18:03:00
771,NP-2025-0000771,142,4,in_store,completed,2025-08-04 08:54:00,2025-08-04 08:56:00,52.16,3.04,3.48,online,TXN76005098,62,False,2025-08-04 08:54:00
772,NP-2025-0000772,113,25,in_store,completed,2025-08-04 09:41:00,2025-08-04 09:54:00,6.88,0.33,0.46,online,TXN19628390,8,False,2025-08-04 09:41:00
773,NP-2025-0000773,161,24,click_collect,completed,2025-08-05 18:14:00,2025-08-05 18:46:00,119.78,0.65,7.99,contactless,TXN18490284,143,False,2025-08-05 18:14:00
774,NP-2025-0000774,37,3,in_store,returned,2025-08-05 11:59:00,2025-08-05 12:44:00,69.13,2.84,4.61,contactless,TXN45925808,82,False,2025-08-05 11:59:00
775,NP-2025-0000775,255,12,in_store,completed,2025-08-05 08:36:00,2025-08-05 08:41:00,108.21,6.2,7.22,contactless,TXN83433438,129,True,2025-08-05 08:36:00
776,NP-2025-0000776,37,20,online,cancelled,2025-08-06 06:16:00,2025-08-06 06:49:00,175.86,2.03,11.73,online,TXN12001043,211,False,2025-08-06 06:16:00
777,NP-2025-0000777,464,20,online,completed,2025-08-06 10:19:00,2025-08-06 10:50:00,39.91,2.55,2.66,card,TXN67713148,47,False,2025-08-06 10:19:00
778,NP-2025-0000778,252,29,click_collect,completed,2025-08-06 07:36:00,2025-08-06 07:52:00,42.34,0.41,2.82,card,TXN67225399,50,False,2025-08-06 07:36:00
779,NP-2025-0000779,494,17,in_store,returned,2025-08-07 10:28:00,2025-08-07 11:09:00,85.3,4.86,5.69,card,TXN87413513,102,False,2025-08-07 10:28:00
